35,D
35,8
35,G
35,F
35,9
35,0
35,1
35,2
35,3
35,4
35,5
35,J
35,j
35,AB
59,0
59,1
59,2
59,3
59,4
59,5
59,6
54,1
54,2
54,5
40,1
40,2
40,3
40,4
40,P
39,0
39,1
39,2
39,3
39,4
39,5
39,6
39,7
39,8
